"Company Code","Document Number","Global Currency","Account Number","Cost Center","Profit Center","Amount in Company Code Currency","Debit/Credit Ind.","Posting Period","Posting Date","Document Type","Plant",
"1010","100000194","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","5","2018-05-01","SA","",
"1010","100000194","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","5","2018-05-01","SA","",
"1010","100000194","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","5","2018-05-01","SA","",
"1010","100000194","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","5","2018-05-01","SA","",
"1010","100000194","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","5","2018-05-01","SA","",
"1010","100000194","EUR","10010000","","IBPF_PC30","-500.00","H","5","2018-05-01","SA","",
"1010","100000195","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","6","2018-06-01","SA","",
"1010","100000195","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","6","2018-06-01","SA","",
"1010","100000195","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","6","2018-06-01","SA","",
"1010","100000195","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","6","2018-06-01","SA","",
"1010","100000195","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","6","2018-06-01","SA","",
"1010","100000195","EUR","10010000","","IBPF_PC30","-500.00","H","6","2018-06-01","SA","",
"1010","100000196","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","7","2018-07-01","SA","",
"1010","100000196","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","7","2018-07-01","SA","",
"1010","100000196","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","7","2018-07-01","SA","",
"1010","100000196","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","7","2018-07-01","SA","",
"1010","100000196","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","7","2018-07-01","SA","",
"1010","100000196","EUR","10010000","","IBPF_PC30","-500.00","H","7","2018-07-01","SA","",
"1010","100000197","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","8","2018-08-01","SA","",
"1010","100000197","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","8","2018-08-01","SA","",
"1010","100000197","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","8","2018-08-01","SA","",
"1010","100000197","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","8","2018-08-01","SA","",
"1010","100000197","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","8","2018-08-01","SA","",
"1010","100000197","EUR","10010000","","IBPF_PC30","-500.00","H","8","2018-08-01","SA","",
"1010","100000198","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","9","2018-09-01","SA","",
"1010","100000198","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","9","2018-09-01","SA","",
"1010","100000198","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","9","2018-09-01","SA","",
"1010","100000198","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","9","2018-09-01","SA","",
"1010","100000198","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","9","2018-09-01","SA","",
"1010","100000198","EUR","10010000","","IBPF_PC30","-500.00","H","9","2018-09-01","SA","",
"1010","100000199","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","10","2018-10-01","SA","",
"1010","100000199","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","10","2018-10-01","SA","",
"1010","100000199","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","10","2018-10-01","SA","",
"1010","100000199","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","10","2018-10-01","SA","",
"1010","100000199","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","10","2018-10-01","SA","",
"1010","100000199","EUR","10010000","","IBPF_PC30","-500.00","H","10","2018-10-01","SA","",
"1010","100000200","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","11","2018-11-01","SA","",
"1010","100000200","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","11","2018-11-01","SA","",
"1010","100000200","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","11","2018-11-01","SA","",
"1010","100000200","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","11","2018-11-01","SA","",
"1010","100000200","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","11","2018-11-01","SA","",
"1010","100000200","EUR","10010000","","IBPF_PC30","-500.00","H","11","2018-11-01","SA","",
"1010","100000201","EUR","63004000","IBPF_CC30","IBPF_PC30","100.00","S","12","2018-12-01","SA","",
"1010","100000201","EUR","63006000","IBPF_CC30","IBPF_PC30","100.00","S","12","2018-12-01","SA","",
"1010","100000201","EUR","63007000","IBPF_CC30","IBPF_PC30","100.00","S","12","2018-12-01","SA","",
"1010","100000201","EUR","65100000","IBPF_CC30","IBPF_PC30","100.00","S","12","2018-12-01","SA","",
"1010","100000201","EUR","65150000","IBPF_CC30","IBPF_PC30","100.00","S","12","2018-12-01","SA","",
"1010","100000201","EUR","10010000","","IBPF_PC30","-500.00","H","12","2018-12-01","SA","",
"1010","100000262","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","1","2018-01-01","SA","",
"1010","100000262","EUR","10010000","","IBPF_PC01","-600.00","H","1","2018-01-01","SA","",
"1010","100000263","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","2","2018-02-01","SA","",
"1010","100000263","EUR","10010000","","IBPF_PC01","-600.00","H","2","2018-02-01","SA","",
"1010","100000264","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","3","2018-03-01","SA","",
"1010","100000264","EUR","10010000","","IBPF_PC01","-600.00","H","3","2018-03-01","SA","",
"1010","100000265","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","4","2018-04-01","SA","",
"1010","100000265","EUR","10010000","","IBPF_PC01","-600.00","H","4","2018-04-01","SA","",
"1010","100000266","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","5","2018-05-01","SA","",
"1010","100000266","EUR","10010000","","IBPF_PC01","-600.00","H","5","2018-05-01","SA","",
"1010","100000267","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","6","2018-06-01","SA","",
"1010","100000267","EUR","10010000","","IBPF_PC01","-600.00","H","6","2018-06-01","SA","",
"1010","100000268","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","7","2018-07-01","SA","",
"1010","100000268","EUR","10010000","","IBPF_PC01","-600.00","H","7","2018-07-01","SA","",
"1010","100000269","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","8","2018-08-01","SA","",
"1010","100000269","EUR","10010000","","IBPF_PC01","-600.00","H","8","2018-08-01","SA","",
"1010","100000270","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","9","2018-09-01","SA","",
"1010","100000270","EUR","10010000","","IBPF_PC01","-600.00","H","9","2018-09-01","SA","",
"1010","100000271","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","10","2018-10-01","SA","",
"1010","100000271","EUR","10010000","","IBPF_PC01","-600.00","H","10","2018-10-01","SA","",
"1010","100000272","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","11","2018-11-01","SA","",
"1010","100000272","EUR","10010000","","IBPF_PC01","-600.00","H","11","2018-11-01","SA","",
"1010","100000273","EUR","65301000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","63004000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","63006000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","63007000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","65100000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","65150000","IBPF_CC01","IBPF_PC01","100.00","S","12","2018-12-01","SA","",
"1010","100000273","EUR","10010000","","IBPF_PC01","-600.00","H","12","2018-12-01","SA","",
"1010","100000334","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","1","2018-01-01","SA","",
"1010","100000334","EUR","10010000","","IBPF_PC02","-600.00","H","1","2018-01-01","SA","",
"1010","100000335","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","2","2018-02-01","SA","",
"1010","100000335","EUR","10010000","","IBPF_PC02","-600.00","H","2","2018-02-01","SA","",
"1010","100000336","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","3","2018-03-01","SA","",
"1010","100000336","EUR","10010000","","IBPF_PC02","-600.00","H","3","2018-03-01","SA","",
"1010","100000337","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","4","2018-04-01","SA","",
"1010","100000337","EUR","10010000","","IBPF_PC02","-600.00","H","4","2018-04-01","SA","",
"1010","100000338","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","5","2018-05-01","SA","",
"1010","100000338","EUR","10010000","","IBPF_PC02","-600.00","H","5","2018-05-01","SA","",
"1010","100000339","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","6","2018-06-01","SA","",
"1010","100000339","EUR","10010000","","IBPF_PC02","-600.00","H","6","2018-06-01","SA","",
"1010","100000340","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","7","2018-07-01","SA","",
"1010","100000340","EUR","10010000","","IBPF_PC02","-600.00","H","7","2018-07-01","SA","",
"1010","100000341","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","8","2018-08-01","SA","",
"1010","100000341","EUR","10010000","","IBPF_PC02","-600.00","H","8","2018-08-01","SA","",
"1010","100000342","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","9","2018-09-01","SA","",
"1010","100000342","EUR","10010000","","IBPF_PC02","-600.00","H","9","2018-09-01","SA","",
"1010","100000343","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","10","2018-10-01","SA","",
"1010","100000343","EUR","10010000","","IBPF_PC02","-600.00","H","10","2018-10-01","SA","",
"1010","100000344","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","11","2018-11-01","SA","",
"1010","100000344","EUR","10010000","","IBPF_PC02","-600.00","H","11","2018-11-01","SA","",
"1010","100000345","EUR","65301000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","63004000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","63006000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","63007000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","65100000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","65150000","IBPF_CC02","IBPF_PC02","100.00","S","12","2018-12-01","SA","",
"1010","100000345","EUR","10010000","","IBPF_PC02","-600.00","H","12","2018-12-01","SA","",
"1010","100000406","EUR","65301000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","63004000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","63006000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","63007000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","65100000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","65150000","IBPF_CC03","IBPF_PC03","100.00","S","1","2018-01-01","SA","",
"1010","100000406","EUR","10010000","","IBPF_PC03","-600.00","H","1","2018-01-01","SA","",
"1010","100000407","EUR","65301000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","63004000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","63006000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","63007000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","65100000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","65150000","IBPF_CC03","IBPF_PC03","100.00","S","2","2018-02-01","SA","",
"1010","100000407","EUR","10010000","","IBPF_PC03","-600.00","H","2","2018-02-01","SA","",
"1010","100000408","EUR","65301000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","63004000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","63006000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","63007000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","65100000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","65150000","IBPF_CC03","IBPF_PC03","100.00","S","3","2018-03-01","SA","",
"1010","100000408","EUR","10010000","","IBPF_PC03","-600.00","H","3","2018-03-01","SA","",
